age,salary,experience_years,weekly_study_hours,courses_completed,login_days_past30,membership,device,region,promo_opt_in,num_promo_emails_last3m,churn
25.0,24920412.0,3,4.8,5,14,basic,tablet,대구광역시,1,2,1
32.0,42909615.0,11,6.2,2,15,basic,tablet,서울특별시,1,1,0
46.0,33947623.0,25,6.0,3,16,basic,mobile,인천광역시,1,4,0
43.0,54007044.0,16,7.2,3,19,basic,desktop,광주광역시,1,3,0
21.0,11594187.0,3,3.7,3,20,basic,tablet,울산광역시,1,12,1
38.0,1706126.0,2,6.0,2,10,basic,mobile,대구광역시,1,1,1
,13795064.0,0,6.0,8,16,premium,desktop,경기도,1,17,0
,,8,9.1,5,27,premium,tablet,광주광역시,1,13,0
53.0,73387734.0,4,6.3,4,13,basic,tablet,대구광역시,1,4,1
25.0,49268356.0,3,5.9,4,12,basic,tablet,대전광역시,1,1,1
26.0,31304097.0,7,6.1,2,30,basic,tablet,울산광역시,1,19,0
42.0,32870208.0,20,5.8,3,26,basic,tablet,광주광역시,1,0,0
,55221429.0,1,10.5,1,16,premium,desktop,부산광역시,1,1,0
,44130501.0,2,3.8,4,15,premium,tablet,울산광역시,1,1,0
,9516730.0,15,6.4,1,19,basic,tablet,울산광역시,1,13,0
28.0,74191703.0,1,4.0,6,16,basic,tablet,대구광역시,1,4,1
32.0,6503779.0,14,3.8,4,23,basic,tablet,대구광역시,0,2,1
42.0,50899442.0,23,4.4,5,30,basic,mobile,울산광역시,1,1,0
,71297667.0,17,6.1,5,30,basic,desktop,광주광역시,0,16,1
37.0,3541026.0,13,6.2,2,4,basic,desktop,울산광역시,1,2,1
31.0,0.0,7,3.7,1,14,basic,desktop,인천광역시,1,3,0
38.0,57580835.0,15,6.8,3,13,vip,tablet,부산광역시,0,0,0
33.0,32554957.0,4,8.7,5,30,basic,desktop,울산광역시,0,5,1
,71102112.0,7,4.7,2,26,premium,tablet,대구광역시,1,2,0
30.0,37656985.0,4,4.1,3,10,basic,tablet,서울특별시,1,2,1
33.0,24847547.0,0,7.2,1,2,basic,mobile,서울특별시,1,5,1
25.0,5934751.0,3,5.3,1,12,basic,tablet,대전광역시,1,5,1
34.0,6016937.0,10,3.5,1,20,basic,desktop,광주광역시,0,0,1
26.0,50300207.0,1,5.3,2,29,basic,tablet,인천광역시,0,1,1
23.0,13768221.0,5,13.8,2,22,basic,desktop,부산광역시,1,15,0
37.0,61754907.0,18,10.6,3,12,basic,tablet,경기도,1,4,0
37.0,3884672.0,4,3.7,0,15,basic,mobile,대구광역시,0,4,1
42.0,5504318.0,2,13.4,3,24,premium,tablet,서울특별시,0,1,1
30.0,48155465.0,11,3.6,1,28,basic,desktop,대구광역시,1,14,0
39.0,44499234.0,7,3.7,0,19,basic,mobile,경기도,0,3,1
40.0,44797040.0,3,6.9,5,26,premium,tablet,울산광역시,0,1,1
39.0,62875598.0,12,6.1,4,28,premium,mobile,서울특별시,0,7,0
,,8,3.0,5,5,premium,tablet,광주광역시,0,5,0
36.0,54369254.0,13,6.3,4,1,basic,mobile,광주광역시,1,4,1
38.0,61928513.0,0,4.8,2,14,basic,tablet,대구광역시,1,2,1
35.0,19234213.0,4,10.6,1,13,premium,desktop,광주광역시,1,13,0
18.0,11550344.0,0,4.7,4,18,basic,tablet,부산광역시,0,16,1
36.0,53278533.0,6,5.0,1,18,premium,desktop,대전광역시,0,1,0
57.0,6337616.0,22,3.4,2,30,basic,tablet,광주광역시,1,2,0
31.0,0.0,5,4.2,5,20,premium,tablet,부산광역시,1,2,0
27.0,6114373.0,7,9.9,3,30,premium,desktop,경기도,1,15,0
38.0,51131136.0,1,4.7,3,4,basic,desktop,광주광역시,1,6,1
38.0,57334842.0,13,5.2,1,17,basic,desktop,대구광역시,1,1,0
46.0,75138781.0,28,9.4,3,26,vip,desktop,부산광역시,1,2,0
22.0,58411419.0,4,3.0,0,12,basic,tablet,대전광역시,1,0,1
42.0,56005524.0,22,4.5,2,26,basic,tablet,대전광역시,1,5,0
,11211455.0,9,3.6,2,16,vip,tablet,대전광역시,1,13,0
33.0,42747827.0,14,3.9,5,29,premium,desktop,경기도,1,4,0
38.0,2943021.0,3,6.3,4,1,basic,tablet,경기도,1,5,1
45.0,39267308.0,11,12.1,4,30,premium,tablet,인천광역시,1,9,0
43.0,9777165.0,9,8.4,2,21,basic,mobile,대전광역시,1,5,0
,0.0,1,5.5,2,29,basic,mobile,경기도,1,1,1
43.0,12145197.0,3,4.9,4,11,basic,desktop,대구광역시,1,5,1
,2756525.0,5,12.8,1,24,basic,desktop,경기도,1,0,0
35.0,8318981.0,13,4.3,4,5,basic,mobile,부산광역시,1,0,0
35.0,3439516.0,2,12.5,2,5,basic,tablet,서울특별시,0,4,1
33.0,28496541.0,14,5.0,1,10,basic,tablet,대전광역시,1,6,0
,78939049.0,25,3.3,1,21,basic,desktop,서울특별시,0,2,1
34.0,48458488.0,0,3.5,6,21,basic,tablet,경기도,1,0,1
23.0,47812333.0,2,6.7,1,4,basic,tablet,인천광역시,1,2,1
,35519056.0,8,5.4,3,18,basic,mobile,서울특별시,1,3,0
36.0,50359195.0,0,6.0,2,23,basic,mobile,대구광역시,1,1,1
47.0,70804398.0,12,14.4,3,14,basic,desktop,대전광역시,1,2,0
41.0,65538743.0,7,4.7,1,22,basic,desktop,울산광역시,1,5,0
26.0,62816566.0,1,11.6,7,18,basic,mobile,부산광역시,1,2,1
59.0,4092797.0,34,4.3,3,22,premium,tablet,대전광역시,0,1,0
37.0,44621862.0,17,,5,14,basic,mobile,울산광역시,1,3,0
47.0,2749184.0,19,3.9,2,1,vip,mobile,대구광역시,1,4,0
,46984418.0,9,6.3,5,4,vip,desktop,광주광역시,1,1,0
40.0,2528257.0,8,5.8,3,14,premium,tablet,경기도,1,4,0
43.0,5097588.0,5,6.1,3,27,basic,desktop,경기도,1,0,0
47.0,11546952.0,19,4.3,3,13,premium,desktop,광주광역시,1,0,0
45.0,18061557.0,1,14.3,1,1,premium,mobile,서울특별시,0,3,1
43.0,67962328.0,25,5.8,5,30,premium,mobile,인천광역시,0,0,0
,2087008.0,13,5.2,8,25,basic,desktop,울산광역시,0,3,1
,0.0,8,3.5,6,18,basic,mobile,인천광역시,0,2,1
38.0,5771150.0,3,8.0,3,12,basic,mobile,대전광역시,1,7,1
44.0,16796926.0,24,6.7,3,2,basic,tablet,광주광역시,1,11,1
,29506826.0,13,3.2,4,11,basic,tablet,인천광역시,0,5,1
45.0,6018480.0,17,6.4,3,29,basic,desktop,울산광역시,1,14,0
49.0,55731757.0,6,14.0,5,10,basic,tablet,인천광역시,1,1,0
25.0,52410282.0,2,5.3,7,12,premium,desktop,서울특별시,0,1,1
26.0,74221748.0,4,,2,26,basic,tablet,대전광역시,0,0,1
33.0,5689370.0,7,5.4,2,17,basic,mobile,대구광역시,1,8,0
38.0,59769964.0,10,8.8,3,18,premium,mobile,대구광역시,1,1,0
29.0,57098255.0,7,5.4,2,24,basic,desktop,부산광역시,0,2,1
48.0,59245914.0,29,6.9,2,15,premium,tablet,울산광역시,1,15,0
39.0,7999712.0,19,13.9,4,28,basic,mobile,대구광역시,0,0,1
35.0,9724492.0,14,3.4,7,18,premium,desktop,경기도,0,1,0
20.0,36465242.0,2,6.6,2,30,premium,tablet,대구광역시,0,6,1
21.0,45004403.0,2,3.4,1,1,premium,mobile,서울특별시,0,2,1
37.0,8166830.0,7,3.0,2,23,basic,tablet,대전광역시,1,2,0
18.0,1729389.0,0,3.7,4,10,premium,desktop,서울특별시,1,8,0
45.0,10683732.0,10,4.6,1,20,basic,desktop,대전광역시,0,3,1
33.0,45140287.0,9,4.1,2,30,basic,desktop,대구광역시,0,4,1
65.0,4004469.0,19,,6,23,premium,mobile,부산광역시,1,4,0
58.0,25665190.0,40,4.8,1,17,basic,desktop,울산광역시,0,1,1
33.0,48299678.0,14,5.6,2,26,basic,tablet,대구광역시,1,14,0
33.0,51973274.0,9,4.5,1,1,premium,mobile,대전광역시,1,0,0
,45340561.0,19,3.2,1,13,basic,desktop,대구광역시,1,4,0
52.0,9138036.0,23,3.6,1,18,premium,desktop,광주광역시,0,1,0
18.0,26221309.0,0,4.7,3,18,premium,mobile,대전광역시,0,19,1
18.0,55347156.0,0,3.5,2,24,basic,desktop,부산광역시,1,5,1
,59714089.0,5,,2,13,premium,tablet,대전광역시,1,4,0
40.0,57403059.0,4,5.1,3,3,basic,mobile,대구광역시,1,1,1
39.0,65580905.0,14,10.6,3,4,basic,tablet,서울특별시,1,2,1
45.0,53022944.0,3,10.1,4,24,basic,tablet,대전광역시,1,4,1
23.0,57180217.0,4,5.7,5,17,basic,desktop,대구광역시,1,4,1
18.0,10780453.0,0,,2,17,premium,mobile,경기도,1,4,0
43.0,13437753.0,14,12.8,2,17,vip,desktop,인천광역시,0,3,0
26.0,2113851.0,0,6.6,7,14,basic,tablet,경기도,1,8,1
18.0,36596285.0,0,6.0,2,30,basic,desktop,광주광역시,1,4,1
,6173799.0,7,7.0,3,29,basic,desktop,울산광역시,0,10,1
42.0,0.0,24,7.7,5,21,basic,tablet,울산광역시,1,1,0
33.0,9299110.0,12,7.0,7,15,basic,desktop,경기도,0,2,1
30.0,15861374.0,2,5.4,5,15,vip,tablet,광주광역시,1,0,0
,48601090.0,14,9.4,6,15,basic,mobile,울산광역시,1,0,0
,2189977.0,8,6.7,4,10,basic,tablet,경기도,0,1,1
21.0,51941325.0,1,6.9,4,25,basic,mobile,광주광역시,1,0,1
27.0,44703197.0,4,8.1,5,22,basic,tablet,경기도,0,5,1
40.0,50462742.0,9,6.0,3,28,basic,tablet,부산광역시,1,0,0
38.0,39749284.0,0,3.0,1,25,vip,desktop,대전광역시,1,1,0
36.0,5217348.0,3,6.7,11,3,basic,mobile,광주광역시,1,5,1
25.0,71348973.0,4,4.3,3,24,premium,tablet,대구광역시,1,0,0
33.0,47999145.0,4,3.8,7,16,basic,desktop,경기도,1,4,1
18.0,3067552.0,0,3.8,1,23,premium,desktop,부산광역시,0,4,1
,42142352.0,6,5.2,2,21,basic,mobile,인천광역시,0,5,1
49.0,47240170.0,22,3.7,5,18,basic,desktop,서울특별시,0,3,1
20.0,12527694.0,0,9.9,2,30,basic,desktop,광주광역시,1,5,1
,4959933.0,3,4.2,2,10,basic,tablet,대구광역시,0,0,1
38.0,38462565.0,7,4.1,1,18,vip,mobile,울산광역시,0,4,0
47.0,12553380.0,16,6.1,6,18,basic,mobile,경기도,1,10,0
,64083632.0,0,6.3,2,22,premium,mobile,부산광역시,0,2,1
28.0,40676089.0,5,5.1,2,28,vip,mobile,대전광역시,1,2,0
18.0,30001744.0,0,9.3,4,2,basic,desktop,대전광역시,1,1,1
,99261773.0,17,3.0,6,20,premium,mobile,대구광역시,0,1,0
55.0,13916521.0,11,11.7,2,19,premium,desktop,대전광역시,1,1,0
37.0,8664981.0,2,9.6,2,10,basic,desktop,광주광역시,1,3,1
,63035469.0,13,12.8,5,10,premium,desktop,서울특별시,1,5,0
38.0,48133150.0,15,12.8,1,19,basic,desktop,부산광역시,1,5,0
34.0,,9,3.7,1,18,basic,mobile,대구광역시,1,2,0
26.0,52390897.0,6,6.3,2,23,basic,desktop,부산광역시,1,4,0
,51369078.0,14,8.4,0,4,premium,tablet,광주광역시,1,2,0
37.0,2772836.0,9,12.6,1,18,basic,tablet,대전광역시,1,5,0
35.0,2763093.0,0,3.7,2,23,vip,tablet,경기도,0,0,1
25.0,6876189.0,2,4.0,6,24,basic,tablet,광주광역시,1,1,1
48.0,35876991.0,1,6.0,3,17,premium,desktop,인천광역시,1,5,0
41.0,3199882.0,12,3.9,2,16,premium,tablet,울산광역시,1,0,0
29.0,46807101.0,8,4.5,0,15,vip,tablet,인천광역시,1,14,0
45.0,35577922.0,15,3.6,5,28,basic,desktop,광주광역시,1,0,0
30.0,49224308.0,7,8.3,2,29,basic,mobile,부산광역시,1,4,0
27.0,60316457.0,2,4.3,1,28,premium,mobile,대구광역시,1,0,0
,64929543.0,4,3.7,3,24,vip,mobile,대구광역시,1,3,0
,62220960.0,0,5.2,1,4,basic,mobile,경기도,0,4,1
39.0,45415519.0,18,5.2,2,4,premium,desktop,울산광역시,1,0,0
18.0,10247959.0,0,7.2,2,22,basic,desktop,경기도,1,1,1
,56118185.0,2,6.5,3,15,premium,mobile,부산광역시,1,2,0
18.0,23633188.0,0,5.7,2,20,premium,tablet,서울특별시,1,11,0
34.0,58558770.0,11,3.4,5,4,premium,desktop,부산광역시,1,1,0
,28140510.0,10,7.0,5,2,basic,tablet,광주광역시,0,2,1
31.0,20201732.0,11,4.3,4,19,basic,tablet,경기도,1,6,0
24.0,43932273.0,2,6.8,2,18,basic,tablet,울산광역시,1,1,1
23.0,9075624.0,5,5.6,1,16,premium,mobile,광주광역시,1,0,0
39.0,38454393.0,20,7.2,0,20,vip,mobile,인천광역시,0,4,0
29.0,40550449.0,10,5.0,2,28,basic,mobile,대구광역시,0,1,1
38.0,7548187.0,17,10.1,2,22,basic,tablet,울산광역시,1,6,0
,14701848.0,7,10.1,3,20,basic,tablet,인천광역시,1,0,0
36.0,26761963.0,5,3.7,5,27,premium,desktop,울산광역시,0,4,0
48.0,17521064.0,29,4.2,3,4,basic,desktop,경기도,1,4,1
40.0,67898634.0,18,3.9,4,22,premium,mobile,대구광역시,1,0,0
30.0,8593937.0,12,3.6,2,12,basic,desktop,부산광역시,1,2,0
,11533484.0,14,6.9,7,3,basic,tablet,서울특별시,0,4,1
32.0,9925279.0,12,4.4,4,15,vip,tablet,경기도,1,2,0
35.0,6945159.0,0,5.7,8,23,premium,tablet,경기도,1,4,0
31.0,38055647.0,4,3.7,3,22,basic,mobile,대전광역시,1,0,1
33.0,10730053.0,11,7.0,6,27,basic,desktop,대구광역시,0,5,1
37.0,43577820.0,1,6.7,2,1,vip,tablet,서울특별시,1,1,1
25.0,28504393.0,4,5.8,5,23,basic,mobile,서울특별시,1,4,1
24.0,82874573.0,1,5.3,5,17,premium,mobile,경기도,1,0,0
21.0,32276501.0,0,5.6,5,13,basic,desktop,서울특별시,1,5,1
18.0,11100645.0,0,12.2,2,4,premium,tablet,부산광역시,1,0,1
22.0,23889490.0,2,5.1,1,13,basic,mobile,서울특별시,1,1,1
36.0,44013941.0,12,7.0,4,4,basic,mobile,서울특별시,1,0,1
26.0,56329532.0,6,5.3,4,28,premium,tablet,광주광역시,0,2,0
40.0,37628990.0,21,3.7,4,5,basic,mobile,경기도,0,5,1
35.0,4173603.0,14,4.9,5,22,basic,mobile,광주광역시,1,1,0
18.0,45964383.0,0,12.1,2,23,basic,desktop,대구광역시,0,4,1
41.0,15800412.0,0,7.9,2,25,premium,desktop,광주광역시,0,4,1
,16808804.0,13,5.2,1,18,basic,desktop,대구광역시,0,10,1
25.0,7066276.0,1,3.9,1,25,basic,desktop,서울특별시,1,3,1
39.0,51150992.0,17,3.6,3,25,basic,desktop,경기도,0,5,1
26.0,3366908.0,6,5.9,4,16,premium,tablet,광주광역시,1,4,0
35.0,59290239.0,14,14.1,2,13,vip,mobile,인천광역시,1,3,0
22.0,3028763.0,2,5.3,3,19,basic,tablet,대전광역시,1,14,1
18.0,52853164.0,0,,6,24,basic,tablet,대전광역시,0,2,1
31.0,46348902.0,1,,2,3,premium,desktop,부산광역시,0,2,1
,51728598.0,5,3.7,2,16,basic,tablet,광주광역시,0,4,1
31.0,16489700.0,7,13.6,4,11,premium,mobile,울산광역시,0,3,0
23.0,59691248.0,2,3.2,2,10,basic,tablet,부산광역시,0,5,1
,60518834.0,1,14.7,4,25,basic,tablet,대전광역시,1,7,1
37.0,60846054.0,4,3.5,2,2,basic,desktop,광주광역시,1,0,1
34.0,2692382.0,6,6.7,5,26,basic,tablet,경기도,1,1,0
,11594135.0,12,7.0,1,15,premium,tablet,경기도,1,1,0
28.0,33722394.0,1,3.8,3,14,premium,desktop,대전광역시,1,5,0
46.0,16344038.0,25,11.7,4,25,basic,mobile,광주광역시,1,0,0
23.0,8255593.0,2,6.3,3,22,premium,desktop,울산광역시,1,0,0
39.0,48692774.0,8,4.6,0,4,basic,desktop,인천광역시,0,2,1
46.0,,9,5.2,3,29,premium,tablet,서울특별시,1,4,0
39.0,29541980.0,12,5.5,3,19,basic,desktop,울산광역시,1,1,0
,55996698.0,8,6.6,3,30,basic,desktop,대구광역시,1,5,0
29.0,39788503.0,4,14.9,1,11,vip,mobile,광주광역시,1,4,0
45.0,44467951.0,12,14.3,3,5,basic,tablet,광주광역시,0,18,1
20.0,64189114.0,0,5.1,4,19,premium,mobile,울산광역시,1,3,0
25.0,52970853.0,6,5.7,1,11,premium,mobile,경기도,0,3,0
31.0,19484661.0,6,3.5,0,13,premium,desktop,부산광역시,1,2,0
47.0,35353616.0,16,7.0,7,18,basic,mobile,서울특별시,1,2,0
38.0,64630036.0,14,7.9,3,23,basic,mobile,광주광역시,1,5,0
25.0,56734140.0,5,13.2,2,15,vip,desktop,광주광역시,1,4,0
31.0,76222033.0,4,6.4,2,14,basic,desktop,대구광역시,1,13,1
28.0,18413237.0,7,13.9,1,15,premium,tablet,대전광역시,1,2,0
27.0,44866323.0,6,8.4,3,24,premium,desktop,경기도,1,0,0
44.0,22516189.0,26,4.8,3,11,basic,desktop,서울특별시,0,4,1
21.0,10122398.0,1,11.0,2,19,basic,desktop,서울특별시,1,2,1
51.0,5186657.0,32,4.8,4,10,basic,tablet,경기도,1,1,0
,40495402.0,13,3.3,4,24,basic,mobile,대전광역시,1,4,0
,16149123.0,26,6.2,4,1,premium,desktop,울산광역시,1,2,0
30.0,74105285.0,2,3.2,1,29,premium,tablet,경기도,0,2,1
33.0,17973809.0,15,4.0,4,29,premium,desktop,광주광역시,1,1,0
20.0,34767388.0,2,6.5,5,30,vip,mobile,서울특별시,1,0,0
29.0,8860578.0,5,6.7,1,2,vip,mobile,울산광역시,1,2,0
39.0,3191215.0,11,3.9,6,27,basic,desktop,서울특별시,1,0,0
47.0,35594704.0,2,5.9,1,26,basic,desktop,대구광역시,1,2,1
,23673469.0,2,5.3,7,2,basic,tablet,인천광역시,1,6,1
31.0,8948211.0,8,7.0,2,28,premium,mobile,경기도,0,5,0
33.0,45183808.0,0,4.7,4,4,basic,desktop,경기도,1,2,1
21.0,44173831.0,2,9.3,2,22,basic,desktop,경기도,1,13,1
40.0,3445432.0,18,3.4,3,15,premium,desktop,대전광역시,0,1,0
27.0,71442794.0,2,6.6,3,1,premium,desktop,대전광역시,1,14,1
33.0,2393814.0,6,4.8,4,12,vip,tablet,대구광역시,1,1,0
30.0,10852214.0,10,14.5,5,21,basic,tablet,인천광역시,1,0,0
,13634352.0,4,6.9,4,5,vip,mobile,대구광역시,0,4,1
34.0,58312143.0,1,4.1,1,28,basic,mobile,울산광역시,0,5,1
32.0,40783647.0,6,9.5,2,19,premium,tablet,대전광역시,1,0,0
31.0,51445656.0,2,4.4,2,15,basic,mobile,대전광역시,1,0,1
27.0,58213097.0,6,5.4,5,30,premium,tablet,광주광역시,1,1,0
,33074729.0,9,11.3,3,26,vip,desktop,경기도,1,0,0
51.0,68953085.0,26,,6,1,premium,desktop,대구광역시,1,3,0
,71473833.0,17,6.4,7,3,premium,tablet,울산광역시,1,0,0
44.0,39158296.0,22,6.3,4,1,vip,desktop,서울특별시,0,1,0
21.0,10968350.0,1,4.7,6,15,basic,desktop,서울특별시,1,0,1
36.0,59634173.0,7,6.9,1,12,basic,tablet,부산광역시,1,5,0
24.0,41815787.0,4,6.4,4,24,premium,desktop,광주광역시,0,2,1
20.0,12408069.0,2,4.7,7,11,premium,mobile,서울특별시,1,4,0
27.0,3326511.0,1,4.3,6,24,premium,desktop,울산광역시,1,2,0
46.0,27981227.0,21,6.2,0,2,premium,mobile,광주광역시,1,4,0
44.0,56887419.0,5,4.7,5,18,premium,tablet,경기도,1,2,0
37.0,,6,4.8,4,17,basic,mobile,울산광역시,1,3,0
19.0,4878405.0,1,6.3,2,27,basic,desktop,울산광역시,1,3,1
33.0,6643944.0,3,4.3,4,17,premium,mobile,대구광역시,0,1,1
38.0,9193572.0,11,4.8,4,19,basic,desktop,서울특별시,1,17,0
36.0,70584183.0,11,7.3,5,18,basic,desktop,광주광역시,1,0,0
18.0,57445724.0,0,5.4,2,24,vip,mobile,대구광역시,1,1,0
26.0,33807891.0,0,12.7,1,12,basic,desktop,대전광역시,0,0,1
34.0,4925417.0,8,6.2,2,10,basic,mobile,인천광역시,0,10,1
40.0,7003486.0,11,4.0,4,23,basic,desktop,부산광역시,1,2,0
,3789288.0,0,5.5,3,15,basic,tablet,대구광역시,1,5,1
33.0,55374497.0,11,5.8,4,26,vip,tablet,경기도,0,0,0
,37353465.0,16,4.8,2,28,premium,mobile,대전광역시,1,2,0
43.0,32491857.0,22,3.1,3,18,basic,mobile,경기도,1,3,0
41.0,11407917.0,9,4.5,2,28,basic,tablet,경기도,0,19,1
40.0,9090699.0,18,6.7,3,10,vip,tablet,경기도,1,5,0
27.0,82358238.0,9,3.1,5,5,premium,tablet,인천광역시,1,0,0
18.0,50549054.0,0,6.0,3,2,basic,tablet,광주광역시,0,7,1
31.0,77213792.0,9,12.9,5,30,basic,desktop,울산광역시,1,3,0
45.0,32444246.0,10,14.9,3,15,basic,mobile,인천광역시,1,2,0
48.0,0.0,19,3.7,1,23,vip,mobile,서울특별시,1,5,0
42.0,33198723.0,21,5.0,5,21,premium,tablet,대전광역시,1,5,0
39.0,15945648.0,12,5.1,4,21,basic,mobile,대전광역시,0,0,1
38.0,76341523.0,3,3.5,4,24,basic,mobile,광주광역시,1,5,1
29.0,6089102.0,11,6.3,2,17,basic,desktop,부산광역시,0,3,1
33.0,43091509.0,8,4.8,5,28,basic,desktop,부산광역시,1,2,0
51.0,4155095.0,9,6.1,4,24,basic,mobile,광주광역시,1,2,0
25.0,22825402.0,5,9.0,5,5,basic,desktop,서울특별시,0,5,1
51.0,60776175.0,6,4.7,5,4,premium,tablet,광주광역시,0,8,0
31.0,53345304.0,7,3.8,2,25,vip,mobile,광주광역시,1,4,0
48.0,50157319.0,1,6.6,0,17,basic,desktop,대전광역시,1,1,1
,28999151.0,0,4.1,4,28,basic,desktop,경기도,1,3,1
40.0,74599350.0,6,5.1,1,5,premium,mobile,광주광역시,1,2,0
,1993286.0,7,9.5,4,27,basic,mobile,대구광역시,1,5,0
20.0,58004396.0,0,6.3,6,28,basic,tablet,경기도,1,1,1
37.0,2727192.0,18,4.3,0,0,basic,desktop,부산광역시,0,14,1
45.0,2618949.0,5,6.5,3,20,basic,mobile,경기도,0,0,1
26.0,54370616.0,4,12.3,1,1,basic,desktop,부산광역시,0,3,1
20.0,11635376.0,0,4.6,4,12,vip,desktop,서울특별시,0,2,1
34.0,52319728.0,3,5.1,3,4,basic,desktop,부산광역시,0,0,1
34.0,57417837.0,8,4.2,5,24,basic,desktop,서울특별시,0,4,1
40.0,33042193.0,4,6.0,1,22,basic,mobile,대전광역시,1,5,1
44.0,3394745.0,5,4.0,1,5,basic,mobile,서울특별시,1,3,0
34.0,51706365.0,11,6.3,4,23,basic,tablet,부산광역시,0,3,1
53.0,53475090.0,30,3.5,3,28,premium,mobile,울산광역시,1,3,0
37.0,51085178.0,17,,0,1,basic,desktop,광주광역시,0,3,1
31.0,453574.0,9,14.9,3,21,vip,tablet,광주광역시,1,2,0
18.0,30233003.0,0,10.7,3,3,premium,mobile,대구광역시,0,2,1
32.0,0.0,5,5.3,4,4,premium,mobile,서울특별시,1,3,0
31.0,14087672.0,8,13.0,4,24,basic,tablet,인천광역시,1,4,0
44.0,14138287.0,10,3.9,2,2,basic,mobile,인천광역시,1,1,1
39.0,4687100.0,13,3.5,1,30,basic,mobile,대전광역시,0,5,1
23.0,11533949.0,1,3.9,6,16,basic,mobile,경기도,0,8,1
36.0,18003211.0,13,6.9,4,15,basic,desktop,부산광역시,1,0,0
41.0,34599342.0,18,14.2,5,28,vip,tablet,부산광역시,1,1,0
50.0,52556231.0,4,3.8,2,10,premium,tablet,인천광역시,1,3,0
,52032770.0,22,11.1,6,16,basic,desktop,대구광역시,1,4,0
42.0,46658776.0,3,6.7,2,0,premium,tablet,울산광역시,1,1,1
35.0,55533758.0,6,7.7,1,19,basic,mobile,대전광역시,0,1,1
38.0,50174775.0,12,9.4,1,16,basic,desktop,울산광역시,1,3,0
47.0,3241540.0,9,5.0,2,27,basic,desktop,서울특별시,1,3,0
,40414020.0,1,5.3,2,25,basic,desktop,울산광역시,1,2,1
31.0,4964021.0,9,5.0,1,10,basic,tablet,서울특별시,1,0,0
27.0,43538425.0,3,6.9,2,25,basic,desktop,경기도,1,4,1
38.0,3346754.0,15,4.3,1,15,basic,desktop,대전광역시,1,11,0
47.0,6145004.0,14,,0,27,basic,desktop,부산광역시,1,1,0
29.0,44773007.0,4,6.2,3,0,basic,tablet,대전광역시,1,4,1
18.0,64910041.0,0,5.9,0,24,basic,tablet,울산광역시,0,0,1
30.0,49365980.0,10,6.5,5,24,basic,tablet,부산광역시,1,3,0
44.0,47207776.0,18,3.9,3,25,basic,desktop,울산광역시,0,4,1
40.0,502673.0,20,4.9,4,17,basic,mobile,대전광역시,1,9,0
39.0,13927412.0,2,12.9,5,1,premium,tablet,광주광역시,0,8,1
,40220717.0,14,11.5,2,21,basic,mobile,대구광역시,1,5,0
,48499582.0,4,4.3,4,0,basic,mobile,서울특별시,1,3,1
40.0,72202746.0,4,4.8,3,27,premium,tablet,광주광역시,1,0,0
,,0,5.9,1,23,basic,tablet,경기도,1,14,1
56.0,1858729.0,17,12.7,5,14,basic,mobile,인천광역시,1,4,0
40.0,23457346.0,18,3.5,3,13,basic,tablet,광주광역시,1,6,0
29.0,49035343.0,0,4.9,5,20,premium,mobile,대전광역시,0,0,1
28.0,31808890.0,10,6.1,2,1,vip,mobile,인천광역시,1,0,0
34.0,59728201.0,8,3.4,4,0,basic,desktop,인천광역시,0,1,1
32.0,10211315.0,4,11.6,3,22,basic,mobile,서울특별시,1,1,1
,52480771.0,13,4.1,3,27,basic,desktop,광주광역시,1,4,0
36.0,1586513.0,10,5.2,1,1,basic,desktop,서울특별시,1,3,1
27.0,6482767.0,7,9.3,2,13,vip,tablet,울산광역시,1,19,0
53.0,92638905.0,1,5.6,3,29,basic,tablet,대구광역시,1,14,1
35.0,45821229.0,4,5.8,5,23,basic,mobile,울산광역시,1,3,1
42.0,11765196.0,21,7.8,3,30,basic,tablet,대구광역시,1,4,0
,3194834.0,10,5.4,2,14,basic,tablet,대구광역시,1,1,0
38.0,,14,6.4,2,10,basic,tablet,대구광역시,1,0,0
38.0,37518942.0,11,6.4,3,25,premium,tablet,인천광역시,1,5,0
,830064.0,0,5.4,3,18,basic,mobile,울산광역시,1,18,1
55.0,32966041.0,30,4.9,3,0,basic,desktop,대전광역시,1,2,1
47.0,12026200.0,10,6.0,2,25,basic,desktop,대구광역시,0,3,1
,1960651.0,4,3.5,2,19,premium,desktop,서울특별시,1,1,0
,11325607.0,5,5.5,2,1,basic,tablet,대전광역시,1,12,1
38.0,3889716.0,8,5.9,1,19,basic,tablet,울산광역시,0,0,1
35.0,49426080.0,7,8.7,2,25,basic,mobile,울산광역시,1,5,0
,5693346.0,11,3.5,3,10,basic,desktop,광주광역시,1,5,0
36.0,55596835.0,2,5.5,3,13,vip,mobile,광주광역시,1,1,0
40.0,42652.0,20,8.6,2,30,basic,desktop,서울특별시,1,4,0
49.0,16554850.0,14,4.8,3,22,basic,mobile,부산광역시,1,2,0
40.0,6402638.0,7,5.8,5,13,vip,mobile,부산광역시,1,11,0
,40623388.0,6,3.4,3,29,basic,mobile,부산광역시,1,2,0
,64147388.0,25,4.6,4,26,premium,desktop,경기도,0,0,0
51.0,49866936.0,27,5.5,7,25,premium,tablet,경기도,1,5,0
65.0,,38,5.5,0,3,basic,desktop,경기도,1,5,1
