year,cpi,flour_index,pork_index,onion_index,minimum_wage,location,special_menu,restaurant_type,delivery_only,coupon_discount,price
2017,75.84981994384096,81.19455120417457,88.21062815554826,,6470,Busan,Basic,Franchise,1,1.5,5850
1984,18.583886861638526,20.66133541995023,20.006089076272364,24.712429695141953,388,Incheon,Basic,Normal,0,14.9,450
2004,46.88816537446723,48.912377519721765,49.56798496938146,64.56530205940975,2840,Gwangju,Basic,Normal,1,6.6,1500
1975,12.319511402680861,11.172645421246846,12.536261628585793,,257,Gyeonggi,Ganjjajang,Franchise,0,13.8,2750
1997,32.19669591376266,32.047627469023226,39.25693688555881,28.92504004384964,1485,Busan,Basic,Normal,1,5.4,1100
2011,58.92521474590583,65.84439360262014,72.75821383017183,60.51572923745899,4320,Busan,Basic,Franchise,0,6.7,3850
1976,13.33735106531589,13.03580591997282,16.08267279665784,11.364804261014376,279,Seoul,Basic,Normal,0,4.6,1250
2016,75.76442773885397,87.141790631804,93.51652504226627,111.54848271678364,6030,Busan,Samseon,Normal,1,8.8,6100
2015,72.42700683540681,61.13778358268495,78.48369800899708,89.7076447013378,5580,Seoul,Basic,Normal,0,12.5,5250
1994,28.608131827516747,27.871429542007167,26.888455918693964,37.66577526312035,1170,Gwangju,Basic,Franchise,0,2.3,1650
2003,43.71063153872699,48.60036675124536,49.43393294949319,63.48894989955444,2510,Busan,Basic,Franchise,0,1.4,2600
1978,14.724116973017818,16.14934474341059,14.847154339821513,12.423023092367508,308,Gyeonggi,Basic,Premium,0,14.8,3750
1999,34.52042366744858,30.980999058232225,39.551374701853845,27.80736256365108,1600,Seoul,Ganjjajang,Normal,1,12.5,3200
2012,62.63358769265784,50.541981125714756,63.28836621690295,51.834610153013706,4580,Seoul,Basic,Franchise,1,14.6,5000
1988,23.1173971081828,18.88846644540958,26.585761442145436,23.0632655582192,462,Seoul,Samseon,Premium,1,9.9,6550
2019,84.04238910606362,78.95209539431292,78.55460237740307,80.24926513091775,8350,Incheon,Ganjjajang,Franchise,1,10.3,7300
2000,37.66019533221294,30.507683183268565,34.52982074225212,28.330937453851124,1865,Incheon,Basic,Normal,0,13.3,1300
2023,103.27443371193779,86.45641958339267,110.4324063452803,154.5287494331802,9620,Seoul,Ganjjajang,Normal,1,5.3,8650
1974,11.922562514628856,11.609204242969106,14.943638716056665,12.266260260854887,249,Busan,Samseon,Normal,0,6.6,2200
2002,40.269788237838505,46.727377587731894,49.294760704354545,57.698353209857295,2275,Incheon,Basic,Normal,0,14.5,1650
2011,59.749128911934484,59.16032048547622,57.037424397679004,61.33297861711967,4320,Seoul,Basic,Normal,1,5.3,4050
1986,19.430703169254823,21.45644182687442,18.941178899045227,20.89706500081175,406,Seoul,Basic,Normal,0,14.7,1450
2021,97.03144944250016,103.97960065914887,116.33321830990765,132.86787051648687,8720,Incheon,Basic,Franchise,1,1.4,6750
1986,20.84482160297404,18.226617645241383,22.178949762348772,19.305136216918935,436,Daegu,Samseon,Normal,0,8.5,2300
2002,42.22028134603094,40.07400125281827,39.56115339344156,53.45874408535837,2275,Seoul,Ganjjajang,Franchise,0,8.8,4500
2014,69.51359219623514,64.10957595705172,65.29745903349031,81.18369448966278,5210,Busan,Ganjjajang,Normal,0,2.7,4650
1976,13.137217337949597,12.740190340344725,15.738181887781185,12.755107548731287,274,Busan,Basic,Normal,0,4.9,250
2002,39.054153110630544,39.78627938472249,50.03316175943701,55.16904536412032,2275,Daegu,Basic,Premium,0,10.9,4250
1984,18.830297204873123,21.339642696226083,19.352078300454743,,393,Busan,Ganjjajang,Franchise,1,5.2,2400
1985,19.35791219302148,21.674134178915647,23.395499422420652,15.06454072084651,404,Seoul,Basic,Normal,0,5.1,1450
2016,72.34018217765379,76.575566922298,86.28814552097712,60.86507209224849,6030,Gyeonggi,Ganjjajang,Normal,0,8.5,5800
2006,50.39212799945646,59.17177424504877,61.02149804073203,51.77812830016007,3480,Gwangju,Basic,Normal,1,0.1,1850
2005,48.25874509962588,40.90733628100759,53.008259736737614,58.57150706648547,3100,Seoul,Basic,Franchise,1,10.0,3850
1981,16.01789821602776,16.029498059473124,19.825160600217178,15.133004532271949,335,Gwangju,Basic,Normal,0,5.5,150
2013,66.111021187976,57.905941405096314,75.11056241402368,55.11251356393011,4860,Incheon,Ganjjajang,Normal,1,2.1,4600
2018,82.96202226719804,82.04803668133351,89.71349658955948,114.06251638723127,7530,Busan,Basic,Normal,1,12.4,5200
2011,62.95151273753614,62.309362293803964,70.87809649688407,78.91963905091373,4320,Seoul,Ganjjajang,Franchise,0,6.1,6050
1977,13.520022571677018,12.985658047741543,14.979495629235563,,282,Gwangju,Samseon,Normal,0,12.4,2050
2008,51.91851846949281,49.04273549573155,58.746257323120766,74.23978733802413,4000,Gyeonggi,Samseon,Premium,0,12.5,7950
2015,73.45874876427887,72.92221917266299,89.51532681103622,56.896481734972056,5580,Gwangju,Samseon,Franchise,1,1.1,6850
1978,14.406252761147737,13.431275105290135,14.093429277908303,14.96770019155508,301,Daegu,Ganjjajang,Normal,0,9.7,1050
1971,10.684186882806921,9.417935272859308,9.838924000160615,9.254726565860736,223,Gyeonggi,Basic,Normal,0,5.3,650
1972,11.362589344578993,12.370202344756734,11.003066306815718,14.427391623436655,237,Gyeonggi,Ganjjajang,Premium,0,11.7,4650
1986,19.596324763422786,17.918466166447423,22.1389363070265,19.062911079553764,409,Busan,Basic,Normal,0,6.2,500
1982,17.69953788022997,16.72401457552215,19.755891158280956,26.084682807248868,370,Seoul,Basic,Normal,1,1.3,1350
1998,32.81732897202345,28.824889440398604,30.784054440317963,40.676055419014595,1525,Gyeonggi,Ganjjajang,Normal,0,3.6,2750
1993,26.28554331924708,31.246815274062246,33.51882349433416,,1005,Gwangju,Ganjjajang,Normal,0,5.3,1550
1993,27.755327563558513,24.02417526083793,28.577193882082476,21.614285777730842,1005,Seoul,Samseon,Normal,0,5.5,3800
2009,57.900757541947435,65.62126016061215,60.23952217674429,81.89683798209619,4000,Daegu,Basic,Franchise,0,10.2,3500
1971,10.042927726758933,11.221689941298287,10.347924438376953,9.547176249268519,210,Busan,Basic,Normal,0,11.8,150
1983,17.95399916944237,21.18535267851729,22.89130154978602,24.113256141053384,375,Incheon,Ganjjajang,Normal,0,9.9,1400
1974,12.195195143260484,11.688693829747688,15.791143865381008,11.422172253635141,255,Gyeonggi,Basic,Normal,0,4.6,700
1993,27.283680296055696,31.11157654949673,27.838741626453082,28.138512267968085,1005,Gyeonggi,Ganjjajang,Normal,0,14.5,2350
1980,15.845235866579467,17.492275171190276,20.125630871535854,,331,Gyeonggi,Basic,Normal,1,13.1,800
2020,88.10494059047463,87.49878498693147,111.29041912517515,122.08868616444994,8590,Seoul,Basic,Franchise,1,13.8,8150
2001,38.529845705488555,38.704823604939996,41.758205692464664,31.760560440208263,2100,Gwangju,Basic,Normal,1,14.0,1200
1978,13.675987552075577,14.892984120749881,12.99992789788026,10.423901884672006,286,Gwangju,Ganjjajang,Normal,0,4.2,1050
2003,43.543819019344795,46.71531555379639,43.382990852393384,51.276443856697036,2510,Gyeonggi,Ganjjajang,Normal,0,10.7,3100
1982,16.209592386971796,19.215479961077868,17.908821353007166,14.631549906700902,339,Seoul,Ganjjajang,Normal,0,14.7,2350
1981,15.66000158806005,13.22596592680217,16.568263540421324,15.05208720510426,327,Gwangju,Basic,Premium,0,4.9,3150
2017,80.78682495001088,76.33944283076283,83.68565293499073,88.3461185195159,6470,Seoul,Basic,Franchise,0,5.0,6600
1989,22.291324916677787,21.65608757094897,20.93274237154627,22.1975016856199,600,Seoul,Ganjjajang,Normal,0,1.7,2650
1993,26.99018897523883,28.708802356196205,26.43578459205462,31.221628655635914,1005,Seoul,Basic,Normal,0,2.4,1850
1976,12.973594723328373,14.206483200342827,13.236747181643079,13.682162089686962,271,Gyeonggi,Basic,Normal,0,2.8,750
1970,9.646703462468933,8.538161559139027,8.713623702496658,10.499997884199017,201,Busan,Basic,Normal,0,0.0,150
1996,32.243669827958634,38.665211723296785,36.093073435970666,34.37461717313256,1400,Seoul,Basic,Franchise,0,10.9,3050
2005,47.69629340769712,39.52373391174437,56.357594266491105,36.78629100325522,3100,Busan,Basic,Normal,0,13.9,1800
2007,48.788539555160774,42.607070197714904,51.10949807977046,,3770,Gyeonggi,Samseon,Normal,0,9.3,4650
1998,34.081956442139095,40.432442050434716,36.78671309576375,37.15924041623603,1525,Incheon,Samseon,Franchise,1,2.6,4150
2012,61.19420638046152,73.24591222512699,62.01867412205249,81.2412438619224,4580,Incheon,Basic,Normal,0,13.0,3250
2013,69.50981292187925,72.98765682134076,65.39780762370445,88.5390909144468,4860,Daegu,Ganjjajang,Franchise,0,10.3,5350
1998,33.39981534795797,36.737842664923306,35.130126317088695,32.20346957378782,1525,Seoul,Basic,Normal,1,4.6,2200
2006,50.8047311924122,43.62059882186415,50.998208343336984,,3480,Seoul,Basic,Franchise,1,11.7,4200
1971,10.28667012006614,8.907360317607328,9.965211476356032,13.051230399617085,215,Incheon,Samseon,Normal,0,13.6,2150
1971,10.861942512465562,8.847811150298174,10.07675205979172,8.89877840188143,227,Gyeonggi,Basic,Normal,0,4.4,650
2020,87.04560032622304,81.84236537729755,96.85943819196262,85.4320812271158,8590,Gwangju,Samseon,Normal,1,6.8,7900
1988,21.355732038804607,19.370506057859856,23.968846700673275,23.592740564837612,462,Daegu,Basic,Franchise,0,10.2,1350
1981,16.882740632166332,19.364862743830933,15.990122747055084,18.272635383498137,353,Daegu,Basic,Premium,0,13.9,3150
2009,54.580589056971036,58.41579852820286,65.10657375777387,81.00433588985466,4000,Daegu,Ganjjajang,Franchise,1,1.8,4550
2000,36.918670895743425,43.013281831513915,45.590845421356434,42.10610606430054,1865,Busan,Basic,Normal,1,13.0,1250
1997,31.9803620606007,30.31198431655337,35.251266846376986,32.95215821323745,1485,Gwangju,Basic,Normal,0,4.4,950
1993,26.36556801717633,25.12250929388633,29.35102317740765,22.827290921768615,1005,Busan,Basic,Normal,0,3.9,850
1997,32.13595735983371,27.68183667286006,36.505482840418246,35.626065238683395,1485,Seoul,Ganjjajang,Franchise,0,6.2,4150
2013,65.4771019329141,74.93165100007707,69.51579307406904,,4860,Seoul,Basic,Normal,0,0.5,4500
1977,13.493801135775506,15.077930321193088,13.39618578043411,18.046557123616548,282,Daegu,Ganjjajang,Normal,0,13.0,1050
2019,82.25666629951257,75.61675825227819,89.74936351992439,,8350,Gyeonggi,Samseon,Normal,1,0.4,7650
1998,35.88490598269963,37.45464619414996,36.40195676020509,47.1184080443533,1525,Busan,Basic,Franchise,0,13.7,2200
1990,23.130585846485786,18.971996374475324,23.65709890679834,,690,Busan,Ganjjajang,Premium,0,11.9,4700
2015,73.87587387838518,60.20225429485723,94.99859296085641,97.62305959943423,5580,Seoul,Basic,Normal,0,8.5,5200
1999,36.67566259655591,30.494376104502262,44.186154105821245,27.927718731970693,1600,Seoul,Samseon,Normal,0,1.6,4350
2017,76.13482902481388,80.25782851618881,77.04943340867317,62.22770605578708,6470,Daegu,Basic,Normal,1,3.0,4400
1988,22.662022453873885,25.2387805400019,21.04128217295146,20.597356249100297,462,Seoul,Basic,Normal,0,3.5,1550
1999,37.13270537052422,36.51873752085935,36.834345581321166,47.63335354406821,1600,Gwangju,Basic,Normal,0,5.9,1000
2011,60.68669705998857,54.90497483600427,63.171680638125686,84.63398476902182,4320,Busan,Basic,Normal,0,7.0,2950
1988,21.22618523506631,19.678024320070406,19.540252253218767,20.032635856827437,462,Incheon,Basic,Normal,0,5.8,600
1989,24.11027188760671,27.42876179542783,31.06866026280327,34.70782424134043,600,Busan,Basic,Franchise,0,2.0,1600
1981,15.950819908080703,15.432513639360854,19.074098260283108,23.646170557385204,333,Daegu,Basic,Normal,0,13.2,150
2002,41.52040973506204,38.72956049263666,39.70624821893435,44.662815486195164,2275,Incheon,Basic,Normal,0,3.8,1600
2013,69.22629920381814,60.80091308933783,68.48469015931073,66.72571677173897,4860,Gyeonggi,Ganjjajang,Franchise,1,11.6,5750
2020,88.5385614543202,91.22112235415167,104.68249227099696,126.1201216357459,8590,Incheon,Ganjjajang,Franchise,1,14.4,7800
2007,50.9313165590798,53.466552194305784,46.8553998329726,74.50080571014642,3770,Daegu,Ganjjajang,Franchise,0,4.0,4000
2012,63.92466326649898,72.82580476533742,74.80652041921844,95.34207114476814,4580,Gyeonggi,Basic,Franchise,1,6.4,4700
2003,40.6579573740612,48.716701744339126,40.82939850716585,35.10562413902231,2510,Seoul,Samseon,Normal,0,0.5,4750
1978,14.417716955517848,16.669092820498257,14.208035200562946,11.362250227920724,301,Busan,Basic,Premium,0,3.4,3300
2002,42.52402902436011,43.99704526179789,48.26884766173514,35.84792704492301,2275,Gyeonggi,Samseon,Franchise,1,4.8,5000
1979,14.660582357324722,13.685097104609453,17.234915576011975,16.338589503571068,306,Gwangju,Ganjjajang,Normal,0,14.8,1100
1981,16.05586180896806,14.817072094875027,15.085008451159492,19.544302075891046,335,Seoul,Basic,Normal,0,5.3,1350
2010,57.25701265472719,65.00639243801001,52.98053076430644,71.88092417940781,4110,Gyeonggi,Basic,Franchise,0,0.3,4350
1980,15.17969398172589,17.717148551853295,14.932012976639166,14.629139298659858,317,Busan,Basic,Normal,0,2.0,350
1979,14.263472107740121,17.02531529778158,13.429815416338082,20.82642947984541,298,Daegu,Samseon,Normal,0,5.1,2100
1974,12.45264797822028,14.250031336747986,12.918201640827855,17.48541240563089,260,Daegu,Ganjjajang,Normal,1,12.3,1000
1988,21.731214169596743,23.050669450425485,23.786998614609487,27.130232980294434,462,Seoul,Ganjjajang,Franchise,0,12.6,3550
1975,12.7392123193533,13.14775135581689,15.936149815865955,13.83943527611421,266,Seoul,Basic,Normal,0,11.2,1200
1978,13.818913186523291,15.23164731525776,14.812564658466844,19.588004885459327,289,Seoul,Basic,Normal,0,13.7,1300
2023,98.46196562328126,83.59054930431033,120.80214163230346,125.01044607246594,9620,Gwangju,Ganjjajang,Franchise,0,13.6,9350
1992,27.316074006514647,24.936865803532225,28.477762863700864,19.62631980861436,925,Gyeonggi,Ganjjajang,Normal,0,2.6,2300
2023,107.11107304647142,113.61679925394785,116.97041023722821,80.23474629634146,9620,Busan,Ganjjajang,Franchise,0,7.7,8850
2019,89.2363358456689,86.90968735563084,106.25413619169042,88.43493592619814,8350,Seoul,Basic,Franchise,1,14.0,7450
1975,11.928368447920715,12.920283221316222,13.199533238388128,10.076758692158672,249,Gwangju,Basic,Normal,0,0.2,50
2023,102.93672963637724,82.44952150451505,97.60992975462246,,9620,Seoul,Basic,Franchise,1,13.5,9200
2006,46.53430401166683,44.92911756528049,42.19765686241094,57.5269939021891,3480,Seoul,Ganjjajang,Franchise,1,1.9,5200
2011,61.63308158278492,58.34565352884054,59.242046373299246,66.04075113363122,4320,Gwangju,Basic,Normal,1,3.1,2900
1989,24.140764222082293,25.58595480019074,29.79016402837187,19.821933434943563,600,Incheon,Ganjjajang,Normal,0,6.0,1600
1999,37.41545954652724,37.77495092026644,37.392367413462765,28.252218202507112,1600,Seoul,Ganjjajang,Normal,0,0.4,3300
2012,61.14024327247395,61.257504848368455,74.73266984051868,80.30750077898819,4580,Gwangju,Basic,Normal,1,8.7,3150
2000,38.797004186050174,41.349499177762915,45.571795598916786,38.76703298304317,1865,Seoul,Ganjjajang,Normal,1,10.1,3300
1989,23.903331103623756,26.806352536642187,25.736253686428068,24.27885482144405,600,Gyeonggi,Ganjjajang,Franchise,1,2.7,3150
1981,16.62274491596235,16.68589209407505,20.400377668345772,,347,Gwangju,Basic,Normal,0,13.0,100
2010,55.65044771331689,56.171023711601876,61.77334318814759,59.18221911315703,4110,Seoul,Ganjjajang,Franchise,1,7.5,5650
1970,10.210385054068356,10.08488075831994,10.692186699289682,11.625492385493223,213,Gyeonggi,Samseon,Premium,0,0.2,5650
1980,15.845940160781387,14.44246217900151,19.375841489838038,16.29642100843697,331,Seoul,Samseon,Franchise,0,5.2,4300
1999,34.555480193661865,28.254403292460434,42.110317937532066,24.192704489389147,1600,Gyeonggi,Ganjjajang,Normal,0,8.3,2800
2012,64.34584969020487,59.902984042160114,76.0559321550533,48.10902972993689,4580,Gyeonggi,Ganjjajang,Premium,1,0.1,7900
1996,32.28258627135133,32.44105513548533,33.20842625690449,,1400,Gwangju,Basic,Normal,1,4.1,850
1995,29.073178078477024,24.74634699503278,30.70753442954506,36.78917394250565,1275,Seoul,Basic,Premium,1,6.0,4950
2000,36.01729114395975,42.078179337897744,40.52211798876406,34.28458709970223,1865,Gwangju,Basic,Normal,1,1.4,1050
1983,18.21689669478089,21.255015899292744,19.02750748376325,15.408340483074157,381,Gwangju,Basic,Normal,0,8.6,200
2008,51.38747605544378,48.6367538081488,49.25742709616346,41.45095202330012,4000,Seoul,Basic,Normal,1,10.7,3500
1970,10.072016901996355,9.697304841075947,10.295489436470463,11.466719877137667,210,Seoul,Basic,Normal,0,12.6,1150
1999,35.60219070940418,41.64304200462266,33.196752709595984,50.56065856414113,1600,Gyeonggi,Basic,Normal,0,2.0,1700
1986,19.29499353055635,23.06956116052204,19.609560368549836,26.003964267526385,403,Seoul,Basic,Franchise,1,11.7,2500
1980,14.913669964132888,14.625318039243446,15.462747542415551,11.144734434693051,311,Gyeonggi,Basic,Normal,0,2.1,800
2008,53.935441157739504,63.49903974653472,52.26590472285481,38.7108093599197,4000,Busan,Ganjjajang,Premium,0,13.7,6400
1999,35.02308533460807,37.91118266120917,42.85633960425158,40.80365654694455,1600,Busan,Ganjjajang,Normal,1,10.3,2150
2004,44.54541631279119,47.04515694269721,54.36532689274566,31.78477091006172,2840,Busan,Samseon,Franchise,0,14.9,4750
1990,24.25038417466422,25.042016073660275,30.13543255592784,24.281471735359208,690,Busan,Ganjjajang,Normal,0,1.2,1700
2013,64.31622332984395,68.07277432448849,58.61822033013152,85.23908639412315,4860,Gwangju,Ganjjajang,Normal,1,11.8,4200
2010,60.49597132629409,66.5996508765642,68.53026506161216,69.69915659123326,4110,Gyeonggi,Samseon,Franchise,0,11.3,6450
2011,63.03734861016447,70.54939641220349,76.45739300236859,86.61920224465844,4320,Gyeonggi,Basic,Normal,0,5.0,3400
1992,27.65202236160772,23.904639107906068,32.76183720423263,40.86719638948006,925,Busan,Ganjjajang,Normal,0,6.9,1750
2010,58.29893359043673,48.29548870646119,58.63794156937105,62.93229614951276,4110,Gwangju,Ganjjajang,Normal,1,11.3,3450
1996,32.44599430963308,28.32262143860566,36.238343343187914,31.553241444938312,1400,Busan,Basic,Normal,0,11.8,1050
2004,44.845278997748366,43.76110205982643,45.67007700428483,40.98401314541086,2840,Seoul,Basic,Franchise,0,9.2,3800
1977,13.794581452710965,13.416423946294948,16.57634903772955,16.708599628343187,288,Seoul,Basic,Normal,0,13.5,1250
1999,37.275785508847385,42.278569350791464,46.07892228082385,32.373020736065364,1600,Seoul,Basic,Franchise,1,3.8,3200
1985,18.4763125550315,21.193379713763246,20.68052632654619,,386,Seoul,Samseon,Normal,0,6.4,3450
2012,62.45149757374981,58.574445910962694,78.52030726543336,55.71027465240219,4580,Gyeonggi,Basic,Premium,1,10.9,6500
1977,13.293139771014326,13.733394766426505,14.181774485739457,12.20520402597736,278,Gyeonggi,Basic,Normal,0,8.8,750
1995,29.53613019413656,24.26789587236964,34.31880500395683,,1275,Seoul,Basic,Franchise,0,5.0,2950
1972,11.350748953696524,9.904484765220984,13.702297745851606,,237,Gwangju,Basic,Normal,0,4.2,50
2009,56.15356835970496,44.9925602522824,61.34795542753706,41.69309166769022,4000,Seoul,Ganjjajang,Normal,0,12.8,4550
1971,10.886528885187442,11.974769285486188,11.800495182174236,14.603385879166012,227,Gyeonggi,Basic,Normal,0,25.18091588624902,650
1988,21.526747042708543,23.489269088642054,21.850294974831332,21.080380361141152,462,Incheon,Basic,Normal,0,9.2,550
1970,10.1357917961396,9.654548458625431,10.825785226807183,12.27112648848895,212,Incheon,Ganjjajang,Normal,0,2.3,1150
1976,12.95592394664049,11.280671733750786,,12.094705035812188,271,Gyeonggi,Basic,Normal,0,9.4,750
2013,63.43387064745236,64.53268780694549,62.29567909529819,82.5235225117658,4860,Gyeonggi,Basic,Franchise,1,12.3,5150
2006,46.80115744810458,47.94313190605816,57.277327609714156,,3480,Daegu,Basic,Normal,1,14.1,1800
2023,105.97407917906555,109.07512104908398,106.9404173178979,115.77189068386805,9620,Busan,Basic,Franchise,0,25.18091588624902,8400
1990,24.735902625893786,23.360904000861627,25.837231890895396,23.195390328431237,690,Seoul,Basic,Normal,0,11.8,1600
1980,16.024766034235427,16.928125367429296,15.405982267268787,,335,Seoul,Basic,Normal,0,4.3,1300
2018,86.44631898629584,102.00696778830039,88.0612806820989,70.4933467423223,7530,Gwangju,Basic,Normal,1,10.4,4750
1993,28.09632629600619,32.39354659969439,35.802899638557165,29.633619608068372,1005,Seoul,Basic,Normal,0,2.6,1800
1979,14.252661519869177,14.598777301758162,18.080626786730917,16.75245122362634,298,Seoul,Basic,Normal,0,1.7,1300
2023,101.72562358099296,95.79833112816122,129.7512948080405,108.74829033230255,9620,Seoul,Samseon,Franchise,1,5.2,10650
1974,11.695451057141925,9.65969666401952,12.449590914255593,17.3005790380435,244,Seoul,Basic,Premium,0,10.5,4200
1982,16.320550115053603,13.865612278462073,14.777780411274875,17.82914008852118,341,Seoul,Basic,Normal,0,1.9,1400
1974,12.215007592868137,11.95421888307025,15.252511386721123,15.685330704682809,255,Gwangju,Ganjjajang,Normal,0,8.0,1000
1984,19.16082466300626,18.346505329849442,18.670412515855578,20.908772823733194,400,Seoul,Basic,Normal,0,8.7,1400
2001,40.85709050051119,45.12563801125191,38.27125413431284,55.447599820916466,2100,Gwangju,Basic,Normal,0,8.4,1200
1990,22.933584422621934,22.052977084310537,24.493452692814444,,690,Incheon,Basic,Normal,0,6.7,650
1982,17.609520081178935,16.873554759512015,21.15091209058803,19.08487852779729,368,Busan,Basic,Normal,0,13.6,400
2018,81.85078697443646,67.91626126001141,106.03385595562357,122.26987765505122,7530,Seoul,Basic,Franchise,0,1.2,7200
1987,21.30655439948642,25.10740653913526,27.092139052955783,,445,Seoul,Ganjjajang,Normal,1,7.7,2500
1989,23.652064849055442,21.141752782594732,22.10079805683373,35.28277228560388,600,Busan,Ganjjajang,Normal,0,1.5,1650
1980,15.495995350722213,16.749918648229208,14.556116485288554,11.734132771591689,324,Daegu,Ganjjajang,Normal,0,2.7,1100
1987,20.811996196696775,19.022874783708072,22.859231224734266,24.49865677488333,435,Incheon,Basic,Normal,0,7.5,500
1978,14.870832502126955,14.485679284507551,17.26549640797028,19.354862082027424,311,Gyeonggi,Ganjjajang,Premium,0,14.0,4800
2016,78.2000931587416,90.46925682490871,84.42133005316975,106.55657890920922,6030,Busan,Basic,Franchise,1,2.9,5550
1985,18.98447775499945,22.43535619634131,19.236656482981314,,397,Daegu,Samseon,Normal,1,7.9,2250
2007,49.53158176379917,43.49952534277558,50.30886494745178,51.692084524827564,3770,Seoul,Basic,Franchise,1,9.6,4100
2015,74.01296784645022,79.84089407463603,74.54084670557604,78.7751195665646,5580,Seoul,Ganjjajang,Normal,0,5.3,5950
2018,86.14983706182606,74.7621902206081,90.6265180081454,110.7599965137144,7530,Seoul,Basic,Normal,1,5.0,5700
1995,30.669670397524218,25.190382942411485,30.792345956423727,43.335106431899504,1275,Daegu,Samseon,Normal,0,8.7,2700
2011,63.06095010305944,73.42481066593547,67.48903186657708,63.07277734420051,4320,Seoul,Basic,Franchise,0,6.5,4800
1994,28.85504797511896,33.06172833015667,34.03263588198932,30.194919256937368,1170,Gwangju,Basic,Normal,0,1.0,700
1987,21.526466552558347,22.372657470853866,26.607314644554275,23.167903145322207,450,Incheon,Basic,Normal,0,0.2,500
2005,45.88383978719365,43.69147338829007,56.38679132801432,62.58675025765028,3100,Seoul,Ganjjajang,Normal,1,12.1,3900
2004,43.19140407726074,51.56118686292125,45.171922316736904,47.92672285812275,2840,Seoul,Basic,Normal,0,5.0,2800
1997,34.256088989848074,32.857106045911515,31.429765833186874,26.508923359144003,1485,Daegu,Ganjjajang,Normal,0,2.2,1850
1976,13.013530007479027,12.626033575436717,14.684615080267138,11.684340270130075,272,Gyeonggi,Ganjjajang,Normal,0,14.9,1750
1971,10.604862736612835,11.217533127466863,12.6285344681219,8.470210335588451,221,Gyeonggi,Ganjjajang,Normal,0,7.4,1650
2013,65.53379266025468,73.76939475811646,71.01705233082389,92.56811200229818,4860,Gwangju,Basic,Normal,1,11.1,3250
1984,18.55807265539508,22.17842805916398,17.460727138295642,19.592917965957728,388,Gyeonggi,Samseon,Normal,0,11.4,2900
2010,60.85899336300748,60.56978922423569,63.38065739913674,51.914262347537864,4110,Busan,Basic,Normal,1,0.9,2600
2023,101.1019059755756,83.30559120919165,109.24900880450906,139.43962348893683,9620,Gyeonggi,Ganjjajang,Franchise,1,14.7,9200
2009,57.86595274661995,68.07661841014774,59.56870037867501,78.53893418703582,4000,Busan,Samseon,Franchise,0,8.2,5650
1970,10.323595087858315,9.191211594746738,10.888969525956673,13.091559213102697,215,Seoul,Basic,Normal,0,12.4,1150
2019,85.61872287829793,85.98716922092257,109.86939481759522,71.50513549376116,8350,Seoul,Samseon,Franchise,0,6.5,9650
2003,42.40653702982872,43.50319338393283,47.111349641352334,46.68203529870918,2510,Incheon,Ganjjajang,Normal,0,13.5,2700
1970,9.740024910619958,8.848070879432195,12.233128056126537,7.895302009737383,203,Seoul,Basic,Normal,0,12.8,1150
2001,38.403095150611186,44.44316351662639,46.443520691988006,33.48961027310491,2100,Seoul,Basic,Franchise,0,13.6,3500
1984,18.42550294905726,18.367531965994342,16.906557534642435,13.33459704713137,385,Seoul,Ganjjajang,Normal,0,11.2,2400
1978,13.664218062997659,15.945462206264029,15.298396361849482,16.015395838755317,285,Gwangju,Basic,Premium,0,2.1,3050
1994,28.188290916669892,29.665162262764635,34.810004239536774,32.443978772420124,1170,Busan,Basic,Premium,0,7.4,3800
2019,84.97908330121328,72.19412807505896,94.00023327356485,81.2832508110609,8350,Gyeonggi,Ganjjajang,Normal,0,5.1,7050
1978,13.891894174469652,15.424511696139422,14.170058013376604,18.08998522571985,290,Incheon,Basic,Normal,0,6.8,300
1975,12.37235971514691,11.230891222591376,11.479252157701982,12.219742763874988,258,Busan,Basic,Franchise,0,6.4,1200
2019,89.56882529810157,85.74757199900591,83.30160839737543,79.96331622939405,8350,Gyeonggi,Basic,Franchise,1,12.1,6600
2001,40.20440233134247,37.43607694454153,45.41452729173772,34.94359786409955,2100,Seoul,Samseon,Normal,1,7.9,4400
1987,20.589202911855157,23.27435588758391,21.447213700259258,,430,Seoul,Basic,Normal,0,12.8,1500
1986,19.802300845913212,19.04681495832744,24.249183013469484,22.625225732276583,414,Daegu,Basic,Premium,0,10.6,3300
1971,10.202925120642087,10.782610267021017,12.39719084029041,8.196349500429232,213,Busan,Ganjjajang,Normal,0,4.7,1150
1970,9.661273005566887,9.363611813107854,10.568893638650788,13.920419397223494,202,Busan,Basic,Normal,0,0.1,150
1974,12.197936528218582,12.773820036373566,,18.126379507811755,255,Seoul,Ganjjajang,Normal,0,13.6,2200
1991,24.449194285998985,22.747885670103077,29.948791534301826,27.450161576096374,820,Gyeonggi,Ganjjajang,Franchise,1,6.6,3200
1996,31.173469269888688,34.22731182205096,28.986582819017265,37.10919674189811,1400,Gyeonggi,Basic,Premium,0,1.7,4550
1980,15.367040843484567,15.223930842667679,19.345112072915427,15.367990383818148,321,Gyeonggi,Ganjjajang,Premium,0,14.6,4850
1979,14.19120786010281,12.6446679645141,14.82077748057578,16.874290808012933,296,Gyeonggi,Basic,Franchise,0,8.0,1800
1989,23.676717750776373,25.812054172789157,23.82228364485501,32.88968765090024,600,Seoul,Basic,Normal,0,5.2,1550
